,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
10,excellent,2016-12-05 01:33,Must sell.  Moved back to the U.S.   Fully loaded ready to cruise the islands.  200 gals of fuel and food on board. Needs bottom paint soon...but can cruise first.  Contact for link to more photos and specs.,1963,5904866141,48,Morgan ketch,462,$60000,sail, (Majuro lagoon),Sailboat in the Marshall Islands,https://micronesia.craigslist.org/boa/5904866141.html,1981
11,good,2016-12-04 20:38,"- Selling For: $1500 This is a polycarbonate, clear hard-shell, 2 seater canoe. 2 Paddles included. Length: 11 ft Width: 2.8 ft Weight: 33 lbs Load Capacity: 507 lbs For more information click ""clear blue hawaii"" link below: http://www.clearbluehawaii.com.au/page5/page5.html Additional Information: - Brand: Clear Blue Hawaii - Originally Purchased From: Hornets Sport Shop - Online Price for a New One: $2,299 https://www.clearbluehawaii.com/collections/polycarbonate-transparent-kayaks",,5904672225,11,,,$1500,human, (Dededo),Canoe,https://micronesia.craigslist.org/boa/5904672225.html,
12,good,2016-12-04 12:36,freedom (Polaris) 10ft long  --700cc --95hp-- 590 lb..... NO TRAILER,,5904442817,10,,,$3000,power, (guam),personal watercraft,https://micronesia.craigslist.org/boa/5904442817.html,
13,,2016-12-03 16:07,21' Micronesian Marine Custom boat for sale powered by 05 Yamaha 4 stroke 200hp outboard. Fish ready.,,5903202946,21,,,$35000,power, (Asan),🛳🛳🛳For Sale🛳🛳🛳,https://micronesia.craigslist.org/boa/5903202946.html,
14,good,2016-12-01 17:28,"North Pak  inflatable kayak. in good condition,  support up to 200 pounds. Moving sale.",,5900336378,6,,,$80,human, (Tamuning),inflatable kayak,https://micronesia.craigslist.org/boa/5900336378.html,
15,like new,2016-12-01 16:01,For sale! One year old Airmar M265 in-hull 1kW transducer. It comes with a brand new in box tank which you can mount in your hull.  Great transducer if you don't want to drill a hole in your boat. Shoots right through fiberglass.,,5900298746,1,Airmar,,$475,power,,Airmar 1kW transducer,https://micronesia.craigslist.org/boa/5900298746.html,
16,good,2016-11-30 18:00,"Boat, motor, and trailer. Fish and depth finder. Volvo / Penta inboard outboard running gear. Low hours well maintained. Can provide video of boat functions upon request. Can easily ship from port of Tacoma to Guam. Shipping cost around $2000.00, possible military discounts to Guam. For more information please don't hesitate to contact George. Thank you,",,5898772011,18,Bayliner,Runabout,$5750,power," (Lakewood, WA)",Bayliner 18' Boat and Trailer,https://micronesia.craigslist.org/boa/5898772011.html,1978
17,new,2016-11-28 10:10,Selling 2 Brand New Custom 5'8 80class E-Glass Rods. Never been used.Aftco guides and butts Selling pair for $1000obo. If interested contact Four87-four948.,2,5895107256,2,RT Rods,80class,$1000,human, (Asan),Brand New 80class E-Glass Rods,https://micronesia.craigslist.org/boa/5895107256.html,2016
18,like new,2016-11-28 07:04,"38x10 Anderson Radon and Trailer Turn Key and Ready to go Everything on the boat is brand new just painted cabin with awlgrip and new gel coat on deck Cummins 400 C Series Engine with ZF 302IV V-Drive Transmission 2.6.1 Ratio Centek Water lift muffler Murphy switch for engine 2015 Phasor Generator 4.5kw, to run 120 volt outlets A/C cabin Battery Charger LED lights in cabin and 7 decklights Set Up for Commerical Fishing Seamount, Buoys, Bottomfishing, Trapping 4 Danglers with custom reinforced holders 2 Hydraulic Sea Gear Reels for trolling 2 Hydraulic Pinch Pullers 25gal Stainless Hydraulic Tank 7 Custom bent butt rod holders that swivel Custom Aluminum canopy with rod holders done by Universal Manufactures Hydraulic lift to open engine compartment Stainless steel all around gunwale Boat has a lot of Custom Stainless work done by Universal Manufactures Lots of storage 5 fish boxes 8-10k capacity 800 gal Fuel 100 gal freshwater tank 2 wash down pumps New Furuno plotter and 48 mile radar Comnav Commander Autopilot with joystick on second steering station Icom VHF Radio CB Radio Stereo Dual steering station Kobelt steering helms, controls and ram 2in Shaft Silicon Bronze Strut Accommodations for Greenstick New 4 Blade Nibral Prop 30x28 Lees Outrigger Holders Elliot 4 man Life Raft ACR Globalfix iPro Epirb All safety gear Sea Anchor Has a heavy duty galvanized triple axle trailer. I just made new galvanized axles and rims, new tires, new springs, rockers and u bolts May consider a trade for a smaller boat and money. show contact info Make me an offer",,5853776415,38,,,$160000,power,,38 Anderson Radon,https://micronesia.craigslist.org/boa/5853776415.html,
19,good,2016-11-26 10:38,"For SALE by owner! Both skis in good condition and running great. 2008 Kawasaki Jetski Ultra250X Supercharged and a 2002 Yamaha Waverunner GP1200R. Comes with double trailer (hubs recently rebuilt), 4 lifejackets, 2 5gal. Gas contaners, trailer lock, anchor, covers, and a Battery tender. MUST SEE!",96,5892350044,11,Kawasaki,Ultra250X,$12500,power, (Dededo),PWC JetSki Kawasaki ULTRA250X Yamaha WaveRunner GP1200R,https://micronesia.craigslist.org/boa/5892350044.html,2008
20,like new,2016-11-20 13:57,"Express cruiser 26 feet, with swim platform extension. Excellent condition, like new, everything is fully operational. Complete Marine Survey available. Large cuddy, sleeps four, with full galley. Lav with new toilet, and shower. Mercruiser 454 inboard, Bravo Two out drive, very low hours. Full service records. New to Guam, has never been in salt water! Seats up to 9 comfortably, in deck lounge seating. Brand new deck carpets (not shown in pictures). Cruise speed 25-30MPH, tops out at 45MPH. Sea trial available now, for serious inquiries. Email or call me please. No PayPal.. Phone 685 852five",,5884586688,30,Wellcraft,Excel 26se,$43000,power, (Hagatna),Wellcraft Excel 26se-sea trials now!,https://micronesia.craigslist.org/boa/5884586688.html,
21,excellent,2016-11-20 11:41,"This big CAT is the answer to your fishing or charter dreams. She will go anywhere in any ocean and leave you dry and smiling from ear to ear.. Two Yamaha 250 four strokes provide a quite reliable power source and with 300 gallons of fuel you can stay out there longer than your wife will ever allow. Air-conditioned accommodations below including a fridge , microwave and comfortable sleeping arrangements will make your overnights worth while.  A full service on the engines and lower ends have just been done putting her in tip top condition for extended fishing outings. New outriggers , to many rocket launchers to mention , huge fish boxes and live wells completes her fishing credentials. Not a penny left unspent in having the entire electrical system redone , a brand new electric head and so much more makes this big Cat ready and able. Electronics include Radar , GPS nav plotter , auto pilot ,fish finder and sonar .She can be hauled out on a brand new custom built trailer included in the sale price. This is a serious boat available for purchase in Guam only , no chancers , no low ballers please. nine 29 four 462.",360,5884390525,37,PROSPORTS,3660,$170000,power, (GUAM),2007 PRO KAT 3660,https://micronesia.craigslist.org/boa/5884390525.html,2007
22,,2016-11-19 10:33,Trolling skirts All sizes and colors. @into the deep 472-3337,,5871103600,7,,,$4,power, (Gum),Trolling skirts,https://micronesia.craigslist.org/boa/5871103600.html,
23,,2016-11-19 03:53,"Downsizing My Collection Of Lures Selling 3 Real Looking Fish Head Heavy Bullet Lures  9"" Weighs Over 10.5oz  Very Heavy All Brandnew never did use. Skirted with yozuri skirts These Lures heads pretty much the skirts, Pictures do not do this lure justice. Looks way better in person.   Bought These from Kona a few years back. Selling For $150.00 for all three lures And I will include shipping to Guam CALL If Interested show contact info I DONT HAVE TEXT  (NO TEXTING)",,5877972032,3,,,,human,,Selling 3 Real Fish Head Looking Heavy Bullet Lures Skirted,https://micronesia.craigslist.org/boa/5877972032.html,
24,,2016-11-17 09:34,I have 2 in great condition with brand new line. $1200 for the pair,,5879846513,16,,,$650,human,,Penn Senator 16/0 Reels,https://micronesia.craigslist.org/boa/5879846513.html,
25,excellent,2016-11-16 14:27,"2010 Hobie Pro-Angler 14, Rigged for ocean fishing, with trailer",,5878603909,14,Hobie,,$6000,human, (yigo),2010 hobie pro angler,https://micronesia.craigslist.org/boa/5878603909.html,
26,like new,2016-11-08 10:48,"2015 defiance pilot house 22ft boat with 2015 yamaha 150hp four-stroke motor sitting on a dual axle aluminum trailer. Self bailing, foam filled, unsinkable boat. Comes fully loaded with too many things to list. Paid over $90k with shipping to Guam. Willing to sale to the right buyer for $69k. I've taken this boat up to Rota and Saipan in very rough seas. This boat is very stable, dry and reliable. Great for hard core fishing or just all around family fun! *Not interested in trades *Serious inquiries only",,5866206347,22,,,,power,,Fishing/Family Boat 4 Sale,https://micronesia.craigslist.org/boa/5866206347.html,
27,like new,2016-11-07 15:31,"<> SOLD <> 270 Qt .. = $775.00 ea. Cost over $350.00 to freight to GUAM Long Box Style Cooler Top Outer & Overall Dimensions: Length: 60.75"" Width: 22.25""  Height: 22.50"" Bottom Outer Dimensions: Length: 57"" Width:  20"" Cooler Weight: 64 lbs - Shipping Weight with Packaging: 75 lbs Same as  Icey Tek 270Qt See --> http://icey-tek-coolers.com/icey-tek-270-quart-cooler-ice-chest",000,5864806200,57,AUSSIE,AUSSIE BOX 270Qt,$775,human, (Island Paradise 671),"SOLD  <>  Fish Coolers  AUSSIE Boxes ""USED""",https://micronesia.craigslist.org/boa/5864806200.html,2006
28,,2016-11-06 08:29,"14' ken boat with 25hp yamaha motor and trailer. Great fishing boat with built in cooler and rod poles. It also has a bimimi top, paddles and life jackets. For more information please call Phil at 8884200 or 9883988",,5830465208,14,,,$5000,power,,14' ken boat price drop,https://micronesia.craigslist.org/boa/5830465208.html,
